county,precinct,office,district,party,candidate,absentee,polling,votes
Polk,DES MOINES-37,District Court 5C - Associate Judge Joseph W. Seidlin,,,Yes,98.0,109.0,207.0
Polk,DES MOINES-38,District Court 5C - Associate Judge Joseph W. Seidlin,,,Yes,117.0,109.0,226.0
Polk,DES MOINES-39,District Court 5C - Associate Judge Joseph W. Seidlin,,,Yes,246.0,465.0,711.0
Polk,DES MOINES-4,District Court 5C - Associate Judge Joseph W. Seidlin,,,Yes,135.0,110.0,245.0
Polk,DES MOINES-40,District Court 5C - Associate Judge Joseph W. Seidlin,,,Yes,100.0,165.0,265.0
Polk,DES MOINES-41,District Court 5C - Associate Judge Joseph W. Seidlin,,,Yes,341.0,489.0,830.0
Polk,DES MOINES-42,District Court 5C - Associate Judge Joseph W. Seidlin,,,Yes,252.0,474.0,726.0
Polk,DES MOINES-43,District Court 5C - Associate Judge Joseph W. Seidlin,,,Yes,255.0,347.0,602.0
Polk,DES MOINES-44,District Court 5C - Associate Judge Joseph W. Seidlin,,,Yes,265.0,312.0,577.0
Polk,DES MOINES-45,District Court 5C - Associate Judge Joseph W. Seidlin,,,Yes,78.0,134.0,212.0
Polk,DES MOINES-46,District Court 5C - Associate Judge Joseph W. Seidlin,,,Yes,147.0,183.0,330.0
Polk,DES MOINES-47,District Court 5C - Associate Judge Joseph W. Seidlin,,,Yes,102.0,126.0,228.0
Polk,DES MOINES-48,District Court 5C - Associate Judge Joseph W. Seidlin,,,Yes,18.0,25.0,43.0
Polk,DES MOINES-49,District Court 5C - Associate Judge Joseph W. Seidlin,,,Yes,69.0,66.0,135.0
Polk,DES MOINES-5,District Court 5C - Associate Judge Joseph W. Seidlin,,,Yes,82.0,92.0,174.0
Polk,DES MOINES-50,District Court 5C - Associate Judge Joseph W. Seidlin,,,Yes,106.0,233.0,339.0
Polk,DES MOINES-51,District Court 5C - Associate Judge Joseph W. Seidlin,,,Yes,94.0,118.0,212.0
Polk,DES MOINES-52,District Court 5C - Associate Judge Joseph W. Seidlin,,,Yes,92.0,106.0,198.0
Polk,DES MOINES-53,District Court 5C - Associate Judge Joseph W. Seidlin,,,Yes,76.0,100.0,176.0
Polk,DES MOINES-54,District Court 5C - Associate Judge Joseph W. Seidlin,,,Yes,42.0,65.0,107.0
Polk,DES MOINES-55,District Court 5C - Associate Judge Joseph W. Seidlin,,,Yes,305.0,223.0,528.0
Polk,DES MOINES-56,District Court 5C - Associate Judge Joseph W. Seidlin,,,Yes,173.0,221.0,394.0
Polk,DES MOINES-57,District Court 5C - Associate Judge Joseph W. Seidlin,,,Yes,114.0,139.0,253.0
Polk,DES MOINES-58,District Court 5C - Associate Judge Joseph W. Seidlin,,,Yes,232.0,279.0,511.0
Polk,DES MOINES-59,District Court 5C - Associate Judge Joseph W. Seidlin,,,Yes,244.0,260.0,504.0
Polk,DES MOINES-6,District Court 5C - Associate Judge Joseph W. Seidlin,,,Yes,98.0,153.0,251.0
Polk,DES MOINES-60,District Court 5C - Associate Judge Joseph W. Seidlin,,,Yes,243.0,278.0,521.0
Polk,DES MOINES-61,District Court 5C - Associate Judge Joseph W. Seidlin,,,Yes,295.0,328.0,623.0
Polk,DES MOINES-62,District Court 5C - Associate Judge Joseph W. Seidlin,,,Yes,515.0,580.0,1095.0
Polk,DES MOINES-63,District Court 5C - Associate Judge Joseph W. Seidlin,,,Yes,301.0,305.0,606.0
Polk,DES MOINES-64,District Court 5C - Associate Judge Joseph W. Seidlin,,,Yes,212.0,255.0,467.0
Polk,DES MOINES-65,District Court 5C - Associate Judge Joseph W. Seidlin,,,Yes,277.0,359.0,636.0
Polk,DES MOINES-66,District Court 5C - Associate Judge Joseph W. Seidlin,,,Yes,297.0,383.0,680.0
Polk,DES MOINES-67,District Court 5C - Associate Judge Joseph W. Seidlin,,,Yes,21.0,44.0,65.0
Polk,DES MOINES-68,District Court 5C - Associate Judge Joseph W. Seidlin,,,Yes,92.0,183.0,275.0
Polk,DES MOINES-69,District Court 5C - Associate Judge Joseph W. Seidlin,,,Yes,191.0,235.0,426.0
Polk,DES MOINES-7,District Court 5C - Associate Judge Joseph W. Seidlin,,,Yes,190.0,323.0,513.0
Polk,DES MOINES-70,District Court 5C - Associate Judge Joseph W. Seidlin,,,Yes,85.0,143.0,228.0
Polk,DES MOINES-71,District Court 5C - Associate Judge Joseph W. Seidlin,,,Yes,200.0,265.0,465.0
Polk,DES MOINES-72,District Court 5C - Associate Judge Joseph W. Seidlin,,,Yes,3.0,16.0,19.0
Polk,DES MOINES-73,District Court 5C - Associate Judge Joseph W. Seidlin,,,Yes,152.0,252.0,404.0
Polk,DES MOINES-74,District Court 5C - Associate Judge Joseph W. Seidlin,,,Yes,71.0,114.0,185.0
Polk,DES MOINES-75,District Court 5C - Associate Judge Joseph W. Seidlin,,,Yes,156.0,133.0,289.0
Polk,DES MOINES-76,District Court 5C - Associate Judge Joseph W. Seidlin,,,Yes,169.0,181.0,350.0
Polk,DES MOINES-77,District Court 5C - Associate Judge Joseph W. Seidlin,,,Yes,114.0,223.0,337.0
Polk,DES MOINES-78,District Court 5C - Associate Judge Joseph W. Seidlin,,,Yes,120.0,228.0,348.0
Polk,DES MOINES-79,District Court 5C - Associate Judge Joseph W. Seidlin,,,Yes,166.0,208.0,374.0
Polk,DES MOINES-8,District Court 5C - Associate Judge Joseph W. Seidlin,,,Yes,149.0,201.0,350.0
Polk,DES MOINES-80,District Court 5C - Associate Judge Joseph W. Seidlin,,,Yes,198.0,310.0,508.0
Polk,DES MOINES-81,District Court 5C - Associate Judge Joseph W. Seidlin,,,Yes,151.0,207.0,358.0
Polk,DES MOINES-82,District Court 5C - Associate Judge Joseph W. Seidlin,,,Yes,142.0,204.0,346.0
Polk,DES MOINES-83,District Court 5C - Associate Judge Joseph W. Seidlin,,,Yes,119.0,282.0,401.0
Polk,DES MOINES-84,District Court 5C - Associate Judge Joseph W. Seidlin,,,Yes,64.0,126.0,190.0
Polk,DES MOINES-9,District Court 5C - Associate Judge Joseph W. Seidlin,,,Yes,188.0,291.0,479.0
Polk,DOUGLAS-1,District Court 5C - Associate Judge Joseph W. Seidlin,,,Yes,70.0,112.0,182.0
Polk,ELKHART-1,District Court 5C - Associate Judge Joseph W. Seidlin,,,Yes,62.0,207.0,269.0
Polk,FOUR MILE-1,District Court 5C - Associate Judge Joseph W. Seidlin,,,Yes,129.0,240.0,369.0
Polk,FRANKLIN-1,District Court 5C - Associate Judge Joseph W. Seidlin,,,Yes,77.0,202.0,279.0
Polk,GRANGER-1,District Court 5C - Associate Judge Joseph W. Seidlin,,,Yes,12.0,24.0,36.0
Polk,GRIMES-1,District Court 5C - Associate Judge Joseph W. Seidlin,,,Yes,215.0,508.0,723.0
Polk,GRIMES-2,District Court 5C - Associate Judge Joseph W. Seidlin,,,Yes,179.0,459.0,638.0
Polk,GRIMES-3,District Court 5C - Associate Judge Joseph W. Seidlin,,,Yes,155.0,166.0,321.0
Polk,JEFFERSON-1,District Court 5C - Associate Judge Joseph W. Seidlin,,,Yes,130.0,293.0,423.0
Polk,JOHNSTON-1,District Court 5C - Associate Judge Joseph W. Seidlin,,,Yes,288.0,427.0,715.0
Polk,JOHNSTON-2,District Court 5C - Associate Judge Joseph W. Seidlin,,,Yes,334.0,340.0,674.0
Polk,JOHNSTON-3,District Court 5C - Associate Judge Joseph W. Seidlin,,,Yes,298.0,333.0,631.0
Polk,JOHNSTON-4,District Court 5C - Associate Judge Joseph W. Seidlin,,,Yes,253.0,421.0,674.0
Polk,JOHNSTON-5,District Court 5C - Associate Judge Joseph W. Seidlin,,,Yes,341.0,506.0,847.0
Polk,JOHNSTON-6,District Court 5C - Associate Judge Joseph W. Seidlin,,,Yes,193.0,221.0,414.0
Polk,MADISON-1,District Court 5C - Associate Judge Joseph W. Seidlin,,,Yes,8.0,23.0,31.0
Polk,MITCHELLVILLE-1,District Court 5C - Associate Judge Joseph W. Seidlin,,,Yes,99.0,295.0,394.0
Polk,PLEASANT HILL-1,District Court 5C - Associate Judge Joseph W. Seidlin,,,Yes,169.0,341.0,510.0
Polk,PLEASANT HILL-2,District Court 5C - Associate Judge Joseph W. Seidlin,,,Yes,192.0,300.0,492.0
Polk,PLEASANT HILL-3,District Court 5C - Associate Judge Joseph W. Seidlin,,,Yes,163.0,309.0,472.0
Polk,POLK CITY-1,District Court 5C - Associate Judge Joseph W. Seidlin,,,Yes,171.0,532.0,703.0
Polk,RUNNELLS-1,District Court 5C - Associate Judge Joseph W. Seidlin,,,Yes,95.0,270.0,365.0
Polk,SAYLOR-1,District Court 5C - Associate Judge Joseph W. Seidlin,,,Yes,142.0,346.0,488.0
Polk,SAYLOR-2,District Court 5C - Associate Judge Joseph W. Seidlin,,,Yes,116.0,258.0,374.0
Polk,SHELDAHL-1,District Court 5C - Associate Judge Joseph W. Seidlin,,,Yes,21.0,66.0,87.0
Polk,URBANDALE-1,District Court 5C - Associate Judge Joseph W. Seidlin,,,Yes,193.0,329.0,522.0
Polk,URBANDALE-10,District Court 5C - Associate Judge Joseph W. Seidlin,,,Yes,228.0,349.0,577.0
Polk,URBANDALE-11,District Court 5C - Associate Judge Joseph W. Seidlin,,,Yes,292.0,325.0,617.0
Polk,URBANDALE-2,District Court 5C - Associate Judge Joseph W. Seidlin,,,Yes,257.0,402.0,659.0
Polk,URBANDALE-3,District Court 5C - Associate Judge Joseph W. Seidlin,,,Yes,279.0,340.0,619.0
Polk,URBANDALE-4,District Court 5C - Associate Judge Joseph W. Seidlin,,,Yes,293.0,344.0,637.0
Polk,URBANDALE-5,District Court 5C - Associate Judge Joseph W. Seidlin,,,Yes,246.0,358.0,604.0
Polk,URBANDALE-6,District Court 5C - Associate Judge Joseph W. Seidlin,,,Yes,311.0,359.0,670.0
Polk,URBANDALE-7,District Court 5C - Associate Judge Joseph W. Seidlin,,,Yes,277.0,468.0,745.0
Polk,URBANDALE-8,District Court 5C - Associate Judge Joseph W. Seidlin,,,Yes,264.0,361.0,625.0
Polk,URBANDALE-9,District Court 5C - Associate Judge Joseph W. Seidlin,,,Yes,259.0,391.0,650.0
Polk,WASHINGTON-1,District Court 5C - Associate Judge Joseph W. Seidlin,,,Yes,18.0,72.0,90.0
Polk,WDM-111,District Court 5C - Associate Judge Joseph W. Seidlin,,,Yes,140.0,256.0,396.0
Polk,WDM-112,District Court 5C - Associate Judge Joseph W. Seidlin,,,Yes,140.0,116.0,256.0
Polk,WDM-113,District Court 5C - Associate Judge Joseph W. Seidlin,,,Yes,134.0,218.0,352.0
Polk,WDM-114,District Court 5C - Associate Judge Joseph W. Seidlin,,,Yes,329.0,350.0,679.0
Polk,WDM-115,District Court 5C - Associate Judge Joseph W. Seidlin,,,Yes,215.0,282.0,497.0
Polk,WDM-116,District Court 5C - Associate Judge Joseph W. Seidlin,,,Yes,259.0,366.0,625.0
Polk,WDM-117,District Court 5C - Associate Judge Joseph W. Seidlin,,,Yes,219.0,355.0,574.0
Polk,WDM-118,District Court 5C - Associate Judge Joseph W. Seidlin,,,Yes,202.0,290.0,492.0
Polk,WDM-211,District Court 5C - Associate Judge Joseph W. Seidlin,,,Yes,189.0,220.0,409.0
Polk,WDM-212,District Court 5C - Associate Judge Joseph W. Seidlin,,,Yes,219.0,311.0,530.0
Polk,WDM-213,District Court 5C - Associate Judge Joseph W. Seidlin,,,Yes,171.0,260.0,431.0
Polk,WDM-311,District Court 5C - Associate Judge Joseph W. Seidlin,,,Yes,189.0,331.0,520.0
Polk,WDM-312,District Court 5C - Associate Judge Joseph W. Seidlin,,,Yes,250.0,333.0,583.0
Polk,WDM-313,District Court 5C - Associate Judge Joseph W. Seidlin,,,Yes,106.0,158.0,264.0
Polk,WDM-314,District Court 5C - Associate Judge Joseph W. Seidlin,,,Yes,112.0,168.0,280.0
Polk,WDM-315,District Court 5C - Associate Judge Joseph W. Seidlin,,,Yes,177.0,292.0,469.0
Polk,WDM-316,District Court 5C - Associate Judge Joseph W. Seidlin,,,Yes,296.0,436.0,732.0
Polk,WDM-317,District Court 5C - Associate Judge Joseph W. Seidlin,,,Yes,281.0,374.0,655.0
Polk,WDM-318,District Court 5C - Associate Judge Joseph W. Seidlin,,,Yes,121.0,133.0,254.0
Polk,WEBSTER-1,District Court 5C - Associate Judge Joseph W. Seidlin,,,Yes,20.0,77.0,97.0
Polk,WINDSOR HEIGHTS-1,District Court 5C - Associate Judge Joseph W. Seidlin,,,Yes,144.0,237.0,381.0
Polk,WINDSOR HEIGHTS-2,District Court 5C - Associate Judge Joseph W. Seidlin,,,Yes,216.0,234.0,450.0
Polk,WINDSOR HEIGHTS-3,District Court 5C - Associate Judge Joseph W. Seidlin,,,Yes,185.0,308.0,493.0
Polk,,District Court 5C - Associate Judge Joseph W. Seidlin,,,Yes,,,75544.0
Statewide,,District Court 5C - Associate Judge Joseph W. Seidlin,,,Yes,,,75544.0
Polk,ALLEMAN-1,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,19.0,98.0,117.0
Polk,ALLEN-1,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,10.0,43.0,53.0
Polk,ALTOONA-1,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,45.0,122.0,167.0
Polk,ALTOONA-2,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,81.0,158.0,239.0
Polk,ALTOONA-3,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,99.0,202.0,301.0
Polk,ALTOONA-4,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,93.0,256.0,349.0
Polk,ALTOONA-5,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,74.0,177.0,251.0
Polk,ANKENY-1,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,111.0,239.0,350.0
Polk,ANKENY-10,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,49.0,164.0,213.0
Polk,ANKENY-11,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,76.0,179.0,255.0
Polk,ANKENY-12,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,89.0,195.0,284.0
Polk,ANKENY-13,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,126.0,217.0,343.0
Polk,ANKENY-14,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,49.0,115.0,164.0
Polk,ANKENY-15,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,77.0,128.0,205.0
Polk,ANKENY-2,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,83.0,153.0,236.0
Polk,ANKENY-3,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,51.0,122.0,173.0
Polk,ANKENY-4,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,46.0,201.0,247.0
Polk,ANKENY-5,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,82.0,218.0,300.0
Polk,ANKENY-6,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,86.0,160.0,246.0
Polk,ANKENY-7,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,46.0,146.0,192.0
Polk,ANKENY-8,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,75.0,129.0,204.0
Polk,ANKENY-9,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,77.0,140.0,217.0
Polk,BONDURANT-1,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,50.0,130.0,180.0
Polk,BONDURANT-2,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,43.0,157.0,200.0
Polk,CLAY-1,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,27.0,104.0,131.0
Polk,CLIVE-1,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,30.0,90.0,120.0
Polk,CLIVE-2,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,48.0,118.0,166.0
Polk,CLIVE-3,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,67.0,151.0,218.0
Polk,CLIVE-4,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,77.0,117.0,194.0
Polk,CROCKER-1,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,89.0,162.0,251.0
Polk,CROCKER-2,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,40.0,98.0,138.0
Polk,DELAWARE-1,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,47.0,150.0,197.0
Polk,DELAWARE-2,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,17.0,43.0,60.0
Polk,DES MOINES-1,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,31.0,87.0,118.0
Polk,DES MOINES-10,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,80.0,120.0,200.0
Polk,DES MOINES-11,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,45.0,128.0,173.0
Polk,DES MOINES-12,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,27.0,85.0,112.0
Polk,DES MOINES-13,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,31.0,115.0,146.0
Polk,DES MOINES-14,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,38.0,74.0,112.0
Polk,DES MOINES-15,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,67.0,158.0,225.0
Polk,DES MOINES-16,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,67.0,147.0,214.0
Polk,DES MOINES-17,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,38.0,72.0,110.0
Polk,DES MOINES-18,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,32.0,44.0,76.0
Polk,DES MOINES-19,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,20.0,55.0,75.0
Polk,DES MOINES-2,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,46.0,104.0,150.0
Polk,DES MOINES-20,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,59.0,103.0,162.0
Polk,DES MOINES-21,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,35.0,128.0,163.0
Polk,DES MOINES-22,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,40.0,87.0,127.0
Polk,DES MOINES-23,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,47.0,35.0,82.0
Polk,DES MOINES-24,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,33.0,95.0,128.0
Polk,DES MOINES-25,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,52.0,83.0,135.0
Polk,DES MOINES-26,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,47.0,179.0,226.0
Polk,DES MOINES-27,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,45.0,138.0,183.0
Polk,DES MOINES-28,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,66.0,216.0,282.0
Polk,DES MOINES-29,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,66.0,123.0,189.0
Polk,DES MOINES-3,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,68.0,144.0,212.0
Polk,DES MOINES-30,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,32.0,115.0,147.0
Polk,DES MOINES-31,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,54.0,128.0,182.0
Polk,DES MOINES-32,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,35.0,102.0,137.0
Polk,DES MOINES-33,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,30.0,52.0,82.0
Polk,DES MOINES-34,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,9.0,17.0,26.0
Polk,DES MOINES-35,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,16.0,28.0,44.0
Polk,DES MOINES-36,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,45.0,53.0,98.0
Polk,DES MOINES-37,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,25.0,43.0,68.0
Polk,DES MOINES-38,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,12.0,22.0,34.0
Polk,DES MOINES-39,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,39.0,134.0,173.0
Polk,DES MOINES-4,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,34.0,58.0,92.0
Polk,DES MOINES-40,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,26.0,39.0,65.0
Polk,DES MOINES-41,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,62.0,149.0,211.0
Polk,DES MOINES-42,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,52.0,180.0,232.0
Polk,DES MOINES-43,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,31.0,94.0,125.0
Polk,DES MOINES-44,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,33.0,116.0,149.0
Polk,DES MOINES-45,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,30.0,46.0,76.0
Polk,DES MOINES-46,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,27.0,55.0,82.0
Polk,DES MOINES-47,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,26.0,43.0,69.0
Polk,DES MOINES-48,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,5.0,13.0,18.0
Polk,DES MOINES-49,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,20.0,46.0,66.0
Polk,DES MOINES-5,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,22.0,61.0,83.0
Polk,DES MOINES-50,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,30.0,101.0,131.0
Polk,DES MOINES-51,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,33.0,47.0,80.0
Polk,DES MOINES-52,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,27.0,49.0,76.0
Polk,DES MOINES-53,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,27.0,41.0,68.0
Polk,DES MOINES-54,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,8.0,63.0,71.0
Polk,DES MOINES-55,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,68.0,42.0,110.0
Polk,DES MOINES-56,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,32.0,48.0,80.0
Polk,DES MOINES-57,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,17.0,41.0,58.0
Polk,DES MOINES-58,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,36.0,83.0,119.0
Polk,DES MOINES-59,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,38.0,59.0,97.0
Polk,DES MOINES-6,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,25.0,70.0,95.0
Polk,DES MOINES-60,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,27.0,58.0,85.0
Polk,DES MOINES-61,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,31.0,47.0,78.0
Polk,DES MOINES-62,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,65.0,105.0,170.0
Polk,DES MOINES-63,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,47.0,81.0,128.0
Polk,DES MOINES-64,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,39.0,79.0,118.0
Polk,DES MOINES-65,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,59.0,135.0,194.0
Polk,DES MOINES-66,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,70.0,150.0,220.0
Polk,DES MOINES-67,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,6.0,28.0,34.0
Polk,DES MOINES-68,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,31.0,73.0,104.0
Polk,DES MOINES-69,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,51.0,114.0,165.0
Polk,DES MOINES-7,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,47.0,173.0,220.0
Polk,DES MOINES-70,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,33.0,78.0,111.0
Polk,DES MOINES-71,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,77.0,134.0,211.0
Polk,DES MOINES-72,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,2.0,14.0,16.0
Polk,DES MOINES-73,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,58.0,116.0,174.0
Polk,DES MOINES-74,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,24.0,49.0,73.0
Polk,DES MOINES-75,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,52.0,80.0,132.0
Polk,DES MOINES-76,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,57.0,104.0,161.0
Polk,DES MOINES-77,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,41.0,98.0,139.0
Polk,DES MOINES-78,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,58.0,118.0,176.0
Polk,DES MOINES-79,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,54.0,113.0,167.0
Polk,DES MOINES-8,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,36.0,56.0,92.0
Polk,DES MOINES-80,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,73.0,177.0,250.0
Polk,DES MOINES-81,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,46.0,112.0,158.0
Polk,DES MOINES-82,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,38.0,81.0,119.0
Polk,DES MOINES-83,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,54.0,148.0,202.0
Polk,DES MOINES-84,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,22.0,50.0,72.0
Polk,DES MOINES-9,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,40.0,135.0,175.0
Polk,DOUGLAS-1,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,38.0,76.0,114.0
Polk,ELKHART-1,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,34.0,153.0,187.0
Polk,FOUR MILE-1,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,116.0,213.0,329.0
Polk,FRANKLIN-1,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,50.0,142.0,192.0
Polk,GRANGER-1,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,6.0,10.0,16.0
Polk,GRIMES-1,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,68.0,243.0,311.0
Polk,GRIMES-2,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,36.0,187.0,223.0
Polk,GRIMES-3,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,44.0,86.0,130.0
Polk,JEFFERSON-1,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,52.0,145.0,197.0
Polk,JOHNSTON-1,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,88.0,199.0,287.0
Polk,JOHNSTON-2,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,70.0,125.0,195.0
Polk,JOHNSTON-3,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,86.0,121.0,207.0
Polk,JOHNSTON-4,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,65.0,154.0,219.0
Polk,JOHNSTON-5,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,92.0,196.0,288.0
Polk,JOHNSTON-6,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,38.0,119.0,157.0
Polk,MADISON-1,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,5.0,12.0,17.0
Polk,MITCHELLVILLE-1,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,60.0,209.0,269.0
Polk,PLEASANT HILL-1,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,78.0,202.0,280.0
Polk,PLEASANT HILL-2,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,59.0,189.0,248.0
Polk,PLEASANT HILL-3,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,62.0,131.0,193.0
Polk,POLK CITY-1,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,73.0,268.0,341.0
Polk,RUNNELLS-1,District Court 5C - Associate Judge Joseph W. Seidlin,,,No,67.0,217.0,284.0
